hanzi,traditional,pinyin,pinyin_numeric,hsk_level,frequency,pos,meaning_en,meaning_ko,classifiers
时间,時間,shí jiān,shi2 jian1,2,127,n,time; period,,段
事情,事情,shì qing,shi4 qing5,2,271,n,affair; matter; thing; business,,件/桩
手表,手錶,shǒu biǎo,shou3 biao3,2,6179,n,wristwatch,,块/只/个
手机,手機,shǒu jī,shou3 ji1,2,857,n,cell phone; mobile phone,,部/支
送,送,sòng,song4,2,370,v,to send; to deliver; to transmit; to give (as a present); to see (sb) off; to accompany; to go along with,,
所以,所以,suǒ yǐ,suo3 yi3,2,157,c,therefore; as a result; so; the reason why,,
它,它,tā,ta1,2,114,r,it,,
踢,踢,tī,ti1,2,2330,v,to kick; to play (e.g. soccer); (slang) butch (in a lesbian relationship),,
题,題,tí,ti2,2,2690,n/v,topic; problem for discussion; exam question; subject; to inscribe; to mention,,个/道
跳舞,跳舞,tiào wǔ,tiao4 wu3,2,3920,v/vn,to dance,,
外,外,wài,wai4,2,489,f,outside; in addition; foreign; external,,
完,完,wán,wan2,2,395,v,to finish; to be over; whole; complete; entire,,
玩,玩,wán,wan2,2,415,v,to play; to have fun; to trifle with; toy; sth used for amusement; curio or antique (Taiwan pr. [wàn]); to keep sth for entertainment,,
晚上,晚上,wǎn shang,wan3 shang5,2,502,t,evening; night; in the evening,,个
为,為,wéi,wei2,2,58,p/v,as (in the capacity of); to take sth as; to act as; to serve as; to behave as; to become; to be; to do; by (in the passive voice),,
问,問,wèn,wen4,2,246,v/g/vn,to ask; to inquire,,
问题,問題,wèn tí,wen4 ti2,2,109,n,question; problem; issue; topic,,个
希望,希望,xī wàng,xi1 wang4,2,182,v/n/vn,to hope; a hope; a wish,,个
洗,洗,xǐ,xi3,2,1298,v,to wash; to bathe; to develop (photographs); to shuffle (cards etc); to erase (a recording),,
西瓜,西瓜,xī guā,xi1 gua1,2,9098,n,watermelon,,颗/个
向,向,xiàng,xiang4,2,165,p/v/g,towards; to face; to turn towards; direction; to support; to side with; shortly before; formerly; always; all along; (suffix) suitable for ...; oriented to ...,,
小时,小時,xiǎo shí,xiao3 shi2,2,389,n/q,hour,,个
笑,笑,xiào,xiao4,2,382,v/vn,to laugh; to smile; to laugh at,,
新,新,xīn,xin1,2,150,a/d/b,new; newly; meso- (chemistry),,
姓,姓,xìng,xing4,2,3576,v/n,family name; surname; to be surnamed,,个
休息,休息,xiū xi,xiu1 xi5,2,1225,v/vn,rest; to rest,,
雪,雪,xuě,xue3,2,1971,n,snow; (literary) to wipe away (a humiliation etc),,场
颜色,顏色,yán sè,yan2 se4,2,1880,n,color; countenance; appearance; facial expression; pigment; dyestuff,,
眼睛,眼睛,yǎn jing,yan3 jing5,2,814,n,eye,,只/双
羊肉,羊肉,yáng ròu,yang2 rou4,2,11336,n,mutton; goat meat,,
药,藥,yào,yao4,2,701,n,"medicine; drug; substance used for a specific purpose (e.g. poisoning, explosion, fermenting); to poison",,种/服/味
要,要,yào,yao4,2,19,v,to want; to need; to ask for; will; shall; about to; need to; should; if (same as 是); (bound form) important,,
也,也,yě,ye3,2,23,d/y/u/b,(adverb) also; both ... and ... (before predicates only); (literary) particle having functions similar to 啊,,
一起,一起,yī qǐ,yi1 qi3,2,172,s/d/nr,in the same place; together; with; altogether (in total),,
已经,已經,yǐ jīng,yi3 jing1,2,85,d,already,,
意思,意思,yì si,yi4 si5,2,988,n/v,"idea; opinion; meaning; wish; desire; interest; fun; token of appreciation, affection etc; to give as a small token; to do sth as a gesture of goodwill etc",,个
因为,因為,yīn wèi,yin1 wei4,2,91,p/c,because; owing to; on account of,,
阴,陰,yīn,yin1,2,4058,a/g/ad/b,overcast (weather); cloudy; shady; Yin (the negative principle of Yin and Yang); negative (electric.); feminine; moon; implicit; hidden; genitalia,,
游泳,游泳,yóu yǒng,you2 yong3,2,3695,v/vn,swimming; to swim,,
右边,右邊,yòu bian,you4 bian5,2,2906,f,"right side; right, to the right",,
鱼,魚,yú,yu2,2,1189,n,fish,,条/尾
元,元,yuán,yuan2,2,744,q/tg,currency unit (esp. Chinese yuan); first; original; primary; fundamental; constituent; part; era (of a reign); meta- (prefix); (math.) argument; variable; (Tw) (geology) eon,,
远,遠,yuǎn,yuan3,2,635,a/ad,far; distant; remote; (intensifier in a comparison) by far; much (lower etc),,
运动,運動,yùn dòng,yun4 dong4,2,1138,vn/n/v,to move; to exercise; sports; exercise; motion; movement; campaign,,场
再,再,zài,zai4,2,91,d/g,"again; once more; re-; second; another; then (after sth, and not until then); no matter how ... (followed by an adjective or verb, and then (usually) 也 or 都 for emphasis)",,
早上,早上,zǎo shang,zao3 shang5,2,1092,t,early morning,,个
张,張,zhāng,zhang1,2,316,q/nr/v/g,"to open up; to spread; sheet of paper; classifier for flat objects, sheet; classifier for votes",,
长,長,zhǎng,zhang3,2,246,a/v/ad/g,chief; head; elder; to grow; to develop; to increase; to enhance,,
丈夫,丈夫,zhàng fu,zhang4 fu5,2,1376,n,husband,,个
找,找,zhǎo,zhao3,2,152,v,to try to find; to look for; to call on sb; to find; to seek; to return; to give change,,
着,著,zháo,zhao2,2,38,u/v/n/q,to touch; to come in contact with; to feel; to be affected by; to catch fire; to burn; (coll.) to fall asleep; (after a verb) hitting the mark; succeeding in,,
真,真,zhēn,zhen1,2,76,d/a/g,really; truly; indeed; real; true; genuine,,
正在,正在,zhèng zài,zheng4 zai4,2,420,d,just at (that time); right in (that place); right in the middle of (doing sth),,
知道,知道,zhī dào,zhi1 dao4,2,105,v,to know; to become aware of; also pr. [zhī dao],,
准备,準備,zhǔn bèi,zhun3 bei4,2,333,v/vn,preparation; to prepare; to intend; to be about to; reserve (fund),,
自行车,自行車,zì xíng chē,zi4 xing2 che1,2,3400,n,bicycle; bike,,辆
走,走,zǒu,zou3,2,109,v,"to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs, such as 走); to change (shape, form, meaning)",,
最,最,zuì,zui4,2,89,d/g,most; the most; -est (superlative suffix),,
左边,左邊,zuǒ bian,zuo3 bian5,2,4584,f,left; the left side; to the left of,,
阿姨,阿姨,ā yí,a1 yi2,3,4355,n,maternal aunt; step-mother; childcare worker; nursemaid; woman of similar age to one's parents (term of address used by child),,个
啊,啊,à,a4,3,47,y/e,"interjection or grunt of agreement; uhm; Ah, OK; expression of recognition; Oh, it's you!",,
矮,矮,ǎi,ai3,3,3952,a/v,low; short (in length),,
爱好,愛好,ài hào,ai4 hao4,3,4902,n/v,to like; to be fond of; to take pleasure in; to be keen on; interest; hobby,,个
安静,安靜,ān jìng,an1 jing4,3,2501,a,quiet; peaceful; calm,,
把,把,bǎ,ba3,3,50,p/qv/v/m,"to hold; to grasp; to hold a baby in position to help it urinate or defecate; handlebar; classifier: handful, bundle, bunch; classifier for things with handles; (used to put the object before the verb: 把 + {noun} + {verb})",,
班,班,bān,ban1,3,1238,n/q/nr,team; class; grade; (military) squad; work shift; classifier for groups of people and scheduled transport vehicles,,个
搬,搬,bān,ban1,3,2254,v,to move (i.e. relocate oneself); to move (sth relatively heavy or bulky); to shift; to copy indiscriminately,,
办法,辦法,bàn fǎ,ban4 fa3,3,538,n,means; method; way (of doing sth),,条/个
办公室,辦公室,bàn gōng shì,ban4 gong1 shi4,3,1162,n,office; business premises; bureau,,间
半,半,bàn,ban4,3,727,m,half; semi-; incomplete; (after a number) and a half,,
帮忙,幫忙,bāng máng,bang1 mang2,3,1860,v/vn,to help; to lend a hand; to do a favor; to do a good turn,,
包,包,bāo,bao1,3,755,v/n/q,to cover; to wrap; to hold; to include; to take charge of; to contract (to or for); package; wrapper; container; bag; to hold or embrace; bundle; packet,,个/只
饱,飽,bǎo,bao3,3,4742,a/ad/v,to eat till full; satisfied,,
北方,北方,běi fāng,bei3 fang1,3,4879,s/f,north; the northern part a country; China north of the Yellow River,,
被,被,bèi,bei4,3,54,p/g/d,"quilt; to cover (with); (literary) to suffer (a misfortune); used to indicate passive voice (placed before the doer of the action like ""by"" in English passive-voice sentences, or, if the doer is not mentioned, before the verb); (since c. 2009) (sarcastic or jocular) used to indicate that the following word should be regarded as being in air quotes (as in 被旅游 to ""go on a trip"", for example)",,
鼻子,鼻子,bí zi,bi2 zi5,3,3484,n,nose,,个/只
比较,比較,bǐ jiào,bi3 jiao4,3,607,d/vn/v,to compare; to contrast; comparatively; relatively; quite; comparison,,
比赛,比賽,bǐ sài,bi3 sai4,3,275,vn/v,competition (sports etc); match; to compete,,场/次
必须,必須,bì xū,bi4 xu1,3,241,d,to have to; must; compulsory; necessarily,,
变化,變化,biàn huà,bian4 hua4,3,1262,vn/v,(intransitive) to change; to vary; change; variation,,个
表示,表示,biǎo shì,biao3 shi4,3,854,v/vn,to express; to show; to say; to state; to indicate; to mean,,
表演,表演,biǎo yǎn,biao3 yan3,3,1127,vn/v,play; show; performance; exhibition; to perform; to act; to demonstrate,,场
别人,別人,bié ren,bie2 ren5,3,397,r,other people; others; other person,,
宾馆,賓館,bīn guǎn,bin1 guan3,3,4994,n,guesthouse; lodge; hotel,,个/家
冰箱,冰箱,bīng xiāng,bing1 xiang1,3,4168,n,icebox; freezer cabinet; refrigerator,,台/个
才,才,cái,cai2,3,133,d/c/n,ability; talent; sb of a certain type; a capable individual; then and only then; just now; (before an expression of quantity) only,,
菜单,菜單,cài dān,cai4 dan1,3,7509,n,menu,,份/张
参加,參加,cān jiā,can1 jia1,3,355,v,to participate; to take part; to join,,
草,草,cǎo,cao3,3,2467,n,grass; straw; manuscript; draft (of a document); careless; rough,,棵/撮/株/根
层,層,céng,ceng2,3,1202,qv/n,to pile on top of one another; layer; stratum; floor (of a building); story; (math.) sheaf; classifier for layers,,
差,差,chà,cha4,3,968,a/v/g,different; wrong; mistaken; to fall short; to lack; not up to standard; inferior; Taiwan pr. [chā],,
超市,超市,chāo shì,chao1 shi4,3,4427,n,supermarket (abbr. for 超级市场),,家
衬衫,襯衫,chèn shān,chen4 shan1,3,4988,n,shirt; blouse,,件
成绩,成績,chéng jì,cheng2 ji4,3,1888,n,achievement; performance records; grades,,项/个
城市,城市,chéng shì,cheng2 shi4,3,593,n,city; town,,座
迟到,遲到,chí dào,chi2 dao4,3,3667,v/vn,to arrive late,,
出现,出現,chū xiàn,chu1 xian4,3,323,v/vn,to appear; to arise; to emerge; to show up,,
除了,除了,chú le,chu2 le5,3,638,p,besides; apart from (... also...); in addition to; except (for),,
厨房,廚房,chú fáng,chu2 fang2,3,3076,n,kitchen,,间
春,春,chūn,chun1,3,4065,tg,spring (season); gay; joyful; youthful; love; lust; life,,
词语,詞語,cí yǔ,ci2 yu3,3,10379,n,word (general term including monosyllables through to short phrases); term (e.g. technical term); expression,,
聪明,聰明,cōng ming,cong1 ming5,3,1918,a/an,intelligent; clever; bright; smart; acute (of sight and hearing),,
打扫,打掃,dǎ sǎo,da3 sao3,3,6258,v,to clean; to sweep,,
打算,打算,dǎ suàn,da3 suan4,3,1374,v/n/vn,to plan; to intend; to calculate; plan; intention; calculation,,个
带,帶,dài,dai4,3,177,v,band; belt; girdle; ribbon; tire; area; zone; region; to wear; to carry; to take along; to bear (i.e. to have); to lead; to bring; to look after; to raise,,条
担心,擔心,dān xīn,dan1 xin1,3,277,v/vn,anxious; worried; uneasy; to worry; to be anxious,,
蛋糕,蛋糕,dàn gāo,dan4 gao1,3,2650,n,cake,,块/个
当然,當然,dāng rán,dang1 ran2,3,423,d/b,only natural; as it should be; certainly; of course; without doubt,,
地,地,dì,di4,3,132,u/n,earth; ground; field; place; land,,片
地方,地方,dì fang,di4 fang5,3,254,n,area; place; space; room; territory,,处/个/块
地铁,地鐵,dì tiě,di4 tie3,3,3046,n,underground railway; subway; subway train,,
地图,地圖,dì tú,di4 tu2,3,3548,n,map,,张/本
灯,燈,dēng,deng1,3,2001,n,lamp; light; lantern,,盏
低,低,dī,di1,3,951,a/ad/v,low; beneath; to lower (one's head); to let droop; to hang down; to incline,,
电梯,電梯,diàn tī,dian4 ti1,3,3894,n,elevator; escalator,,台/部
电子,電子,diàn zǐ,dian4 zi3,3,1874,n,electronic; electron (particle physics),,
东,東,dōng,dong1,3,1509,f/b,east; host (i.e. sitting on east side of guest); landlord,,
冬,鼕,dōng,dong1,3,5272,tg,(onom.) beating a drum; rat-a-tat,,
动物,動物,dòng wù,dong4 wu4,3,1438,n,animal,,只/群/个
短,短,duǎn,duan3,3,983,a,short; brief; to lack; weak point; fault,,
段,段,duàn,duan4,3,647,q/g,"paragraph; section; segment; stage (of a process); classifier for stories, periods of time, lengths of thread etc",,
锻炼,鍛鍊,duàn liàn,duan4 lian4,3,3764,v/vn,to toughen; to temper; to engage in physical exercise; to work out; (fig.) to develop one's skills; to train oneself,,
多么,多麼,duō me,duo1 me5,3,1940,d/a,how (wonderful etc); what (a great idea etc); however (difficult it may be etc); (in interrogative sentences) how (much etc); to what extent,,
饿,餓,è,e4,3,1477,v/a,to be hungry; hungry; to starve (sb),,
而且,而且,ér qiě,er2 qie3,3,239,c,(not only ...) but also; moreover; in addition; furthermore,,
耳朵,耳朵,ěr duo,er3 duo5,3,3451,n,ear; handle (on a cup),,只/个/对
发烧,發燒,fā shāo,fa1 shao1,3,5836,v/vn/b,to have a high temperature (from illness); to have a fever,,
发现,發現,fā xiàn,fa1 xian4,3,189,v/vn,to notice; to become aware of; to discover; to find; to detect; a discovery,,
方便,方便,fāng biàn,fang1 bian4,3,2014,v/a/an,convenient; suitable; to facilitate; to make things easy; having money to spare; (euphemism) to relieve oneself,,
放,放,fàng,fang4,3,280,v,to put; to place; to release; to free; to let go; to let out; to set off (fireworks),,
放心,放心,fàng xīn,fang4 xin1,3,2458,v/vn,to feel relieved; to feel reassured; to be at ease,,
分,分,fēn,fen1,3,372,t/qt/v/g/n/d,to divide; to separate; to distribute; to allocate; to distinguish (good and bad); (bound form) branch of (an organization); sub- (as in 局); fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute (unit of time); minute (angular measurement unit); a point (in sports or games); 0.01 yuan (unit of money),,
附近,附近,fù jìn,fu4 jin4,3,1020,f,nearby; neighboring; (in the) vicinity (of); neighborhood,,
复习,復習,fù xí,fu4 xi2,3,6867,v/vn,to review; revision,,次
敢,敢,gǎn,gan3,3,902,v/g,to dare; daring; (polite) may I venture,,
感冒,感冒,gǎn mào,gan3 mao4,3,3621,v/vn,to catch cold; (common) cold; (coll.) to be interested in (often used in the negative); (Tw) to detest; can't stand,,场/次
干净,乾淨,gān jìng,gan1 jing4,3,2430,a/ad,clean; neat,,
刚才,剛才,gāng cái,gang1 cai2,3,1149,t,just now; a moment ago,,
根据,根據,gēn jù,gen1 ju4,3,694,p/n/v,according to; based on; basis; foundation,,个
跟,跟,gēn,gen1,3,135,p/v,heel; to follow closely; to go with; (of a woman) to marry sb; with; compared with; to; towards; and (joining two nouns),,
更,更,gèng,geng4,3,127,d,more; even more; further; still; still more,,
公园,公園,gōng yuán,gong1 yuan2,3,2134,n,park (for public recreation),,个/座
故事,故事,gù shì,gu4 shi4,3,772,n,old practice,,
刮,刮,guā,gua1,3,3910,v,to scrape; to blow; to shave; to plunder; to extort,,
关,關,guān,guan1,3,1129,v/n/nr,"mountain pass; to close; to shut; to turn off; to confine; to lock (sb) up; to shut (sb in a room, a bird in a cage etc); to concern; to involve",,
关系,關係,guān xi,guan1 xi5,3,318,n/v,relation; relationship; to concern; to affect; to have to do with; guanxi,,个
关心,關心,guān xīn,guan1 xin1,3,1190,v/vn,to be concerned about; to care about,,
关于,關於,guān yú,guan1 yu2,3,478,p,pertaining to; concerning; with regard to; about; a matter of,,
国家,國家,guó jiā,guo2 jia1,3,356,n,country; nation; state,,个
果汁,果汁,guǒ zhī,guo3 zhi1,3,7765,n,fruit juice,,
过去,過去,guò qù,guo4 qu4,3,353,v/t,(in the) past; former; previous; to go over; to pass by,,
还是,還是,hái shi,hai2 shi5,3,160,c/d/v,still (as before); had better; unexpectedly; or,,
害怕,害怕,hài pà,hai4 pa4,3,1536,v/vn,to be afraid; to be scared,,
河,河,hé,he2,3,2245,n,river,,条/道
黑板,黑板,hēi bǎn,hei1 ban3,3,15524,n,blackboard,,块/个
护照,護照,hù zhào,hu4 zhao4,3,7152,n,passport,,本/个
花,花,huā,hua1,3,435,v/n/a,"flower; blossom; fancy pattern; florid; to spend (money, time); (coll.) lecherous; lustful",,朵/支/束/把/盆/簇
